ano;REGIAO;uf;tipo_combustivel;id_municipio;municipio;volume_vendas_m3;_ARQUIVO_ORIGEM
1990;REGIÃO NORDESTE;21;DIESEL;2101400;BALSAS;18386005.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2101509;BARAO DE GRAJAU;1176047.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2101608;BARRA DO CORDA;4266221.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2101707;BARREIRINHAS;327031.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2101806;BENEDITO LEITE;777450.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2101905;BEQUIMAO;128250.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2102002;BOM JARDIM;1168350.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2102101;BREJO;566417.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2102200;BURITI;91322.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2102309;BURITI BRAVO;1372850.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2102606;CANDIDO MENDES;7686124.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2102705;CANTANHEDE;814960.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2102804;CAROLINA;1364493.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2102903;CARUTAPERA;5632503.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2103000;CAXIAS;9144651.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2103208;CHAPADINHA;2105824.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2103307;CODO;5455566.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2103406;COELHO NETO;3255910.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2103505;COLINAS;1363400.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2103604;COROATA;11770846.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2103703;CURURUPU;467647.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2103802;DOM PEDRO;2561732.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2104008;ESPERANTINOPOLIS;71528.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2104057;ESTREITO;5033300.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2104107;FORTALEZA DOS NOGUEIRA;590732.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2104206;FORTUNA;441894.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2104305;GODOFREDO VIANA;616537.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2104602;GOVERNADOR EUGENIO BAR;261563.0;DIESEL
