ANO;REGIAO;UF;COMBUSTIVEL;ID_MUNICIPIO;MUNICIPIO;VOLUME_VENDAS_M3;_ARQUIVO_ORIGEM
1990;REGIÃO NORDESTE;21;ETANOL;2104057;ESTREITO;609450;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2104107;FORTALEZA DOS NOGUEIRA;27076;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2104305;GODOFREDO VIANA;91000;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2104602;GOVERNADOR EUGENIO BAR;19892;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2104800;GRAJAU;365695;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2105203;IGARAPE GRANDE;291886;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2105302;IMPERATRIZ;7506861;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2105401;ITAPECURU MIRIM;1330537;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2105500;JOAO LISBOA;71699;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2105609;JOSELANDIA;15200;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2105708;LAGO DA PEDRA;416888;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2105807;LAGO DO JUNCO;102800;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2105906;LAGO VERDE;4958;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2106300;MAGALHAES DE ALMEIDA;9050;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2106409;MATA ROMA;15056;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2106805;MIRINZAL;50550;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2106904;MONCAO;607250;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2107001;MONTES ALTOS;15000;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2107407;OLHO D'AGUA DAS CUNHAS;203450;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2107704;PARAIBANO;65750;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2107902;PASSAGEM FRANCA;41550;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2108009;PASTOS BONS;17100;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2108207;PEDREIRAS;770533;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2108405;PERI MIRIM;69436;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2108504;PINDARE MIRIM;109705;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2108603;PINHEIRO;669083;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2108702;PIO XII;85333;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2108900;POCAO DE PEDRAS;33600;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2109007;PORTO FRANCO;404851;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2109106;PRESIDENTE DUTRA;557035;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2109502;RIACHAO;41918;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2109601;ROSARIO;621128;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2109908;SANTA INES;2505340;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2110005;SANTA LUZIA;1312452;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2110104;SANTA QUITERIA DO MARA;22968;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2110203;SANTA RITA;188160;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2110302;SANTO ANTONIO DOS LOPE;40608;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2110401;SAO BENEDITO DO RIO PR;35359;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2110500;SAO BENTO;169366;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2110609;SAO BERNARDO;80645;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2110708;SAO DOMINGOS DO MARANH;158824;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2111102;SAO JOAO DOS PATOS;211550;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2111201;SAO JOSE DE RIBAMAR;514620;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2111300;SAO LUIS;52583338;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2111409;SAO LUIS GONZAGA DO MA;319200;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2111508;SAO MATEUS DO MARANHAO;360869;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2111607;SAO RAIMUNDO DAS MANGA;63574;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2112209;TIMON;1326691;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2112308;TUNTUM;331500;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2112407;TURIACU;295318;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2112605;URBANO SANTOS;3958;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2112704;VARGEM GRANDE;153434;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2112803;VIANA;207600;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2112902;VITORIA DO MEARIM;730824;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2113009;VITORINO FREIRE;272793;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2200103;AGRICOLANDIA;64505;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2200202;AGUA BRANCA;202250;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2200301;ALTO LONGA;14131;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2200400;ALTOS;311023;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2200509;AMARANTE;187946;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2200608;ANGICAL DO PIAUI;87800;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2201200;BARRAS;301098;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2201309;BARREIRAS DO PIAUI;22100;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2201408;BARRO DURO;243295;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2201705;BERTOLINIA;32531;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2201903;BOM JESUS;178081;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2202000;BURITI DOS LOPES;166325;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2202208;CAMPO MAIOR;1078609;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2202307;CANTO DO BURITI;160489;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2202406;CAPITAO DE CAMPOS;76364;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2202604;CASTELO DO PIAUI;105797;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2202901;CORRENTE;301705;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2203107;CRISTINO CASTRO;100200;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2203206;CURIMATA;42971;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2203305;DEMERVAL LOBAO;168131;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2203404;DOM EXPEDITO LOPES;251450;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2203503;ELESBAO VELOSO;219700;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2203602;ELISEU MARTINS;104504;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2203701;ESPERANTINA;225843;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2203909;FLORIANO;1923027;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2204204;FRANCISCO SANTOS;92185;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2204303;FRONTEIRAS;122261;ETANOL
1990;REGIÃO NORDESTE;22;ETANOL;2204402;GILBUES;117927;ETANOL
