ano;id_municipio;vab_agropecuaria;vab_industria;vab_servicos;vab_adm_publica;vab_total;pib;pib_per_capita;atividade_1;atividade_2;atividade_3
2022;1501451;;;;;;340703.452;18824.44;;;
2022;1501501;;;;;;2700819.234;42487.76;;;
2022;1501576;;;;;;292674.992;16255.21;;;
2022;1501600;;;;;;232988.609;18458.93;;;
2022;1501709;;;;;;1737012.228;14112.64;;;
2022;1501725;;;;;;440739.481;17830.71;;;
2022;1501758;;;;;;129481.336;19089.1;;;
2022;1501782;;;;;;767219.193;16783.76;;;
2022;1501808;;;;;;1227011.447;11470.83;;;
2022;1501907;;;;;;544690.343;22338.94;;;
2022;1501956;;;;;;214722.019;10938.46;;;
2022;1502004;;;;;;293835.055;12252.83;;;
2022;1502103;;;;;;1640809.294;12228.05;;;
2022;1502152;;;;;;16061772.934;208380.66;;;
2022;1502202;;;;;;1598656.137;22710.12;;;
2022;1502301;;;;;;691741.243;12279.72;;;
2022;1502400;;;;;;5688912.361;29589.37;;;
2022;1502509;;;;;;293848.397;14156.59;;;
2022;1502608;;;;;;120634.997;9374.81;;;
2022;1502707;;;;;;765891.565;17165.91;;;
2022;1502756;;;;;;452741.152;16842.42;;;
2022;1502764;;;;;;431267.678;30725.82;;;
2022;1502772;;;;;;1503196.58;75348.2;;;
2022;1502806;;;;;;328648.47;9693.79;;;
2022;1502855;;;;;;171988.947;12183.11;;;
2022;1502905;;;;;;443370.953;10990.31;;;
2022;1502939;;;;;;1261537.918;21570.65;;;
2022;1502954;;;;;;605964.372;21494.2;;;
2022;1503002;;;;;;89800.522;10288.79;;;
2022;1503044;;;;;;566641.307;31659.48;;;
2022;1503077;;;;;;314532.524;12732.56;;;
2022;1503093;;;;;;522757.144;19891.82;;;
2022;1503101;;;;;;398198.92;12526.71;;;
2022;1503200;;;;;;499454.6;13952.42;;;
2022;1503309;;;;;;818860.302;12630.69;;;
2022;1503408;;;;;;201526.406;19518.3;;;
2022;1503457;;;;;;607746.914;20038.48;;;
2022;1503507;;;;;;317600.194;10260.06;;;
2022;1503606;;;;;;3757069.625;30468.0;;;
2022;1503705;;;;;;889870.271;17886.12;;;
2022;1503754;;;;;;657774.713;27359.4;;;
2022;1503804;;;;;;658641.88;17467.36;;;
2022;1503903;;;;;;1294172.457;25435.28;;;
2022;1504000;;;;;;525619.392;17776.03;;;
2022;1504059;;;;;;422738.486;12305.72;;;
2022;1504109;;;;;;110100.87;13567.57;;;
2022;1504208;;;;;;12233452.981;45897.94;;;
2022;1504307;;;;;;310995.114;12048.47;;;
2022;1504406;;;;;;297449.537;11236.81;;;
2022;1504422;;;;;;2475912.639;22403.41;;;
2022;1504455;;;;;;979332.762;36168.44;;;
2022;1504505;;;;;;270905.325;9718.23;;;
2022;1504604;;;;;;381652.993;14032.39;;;
2022;1504703;;;;;;1537609.026;18516.71;;;
2022;1504752;;;;;;464580.102;19768.52;;;
2022;1504802;;;;;;1063686.202;17723.38;;;
2022;1504901;;;;;;395395.804;8715.3;;;
2022;1504950;;;;;;274260.463;13392.93;;;
2022;1504976;;;;;;202161.283;14486.66;;;
2022;1505007;;;;;;167479.425;13078.2;;;
2022;1505031;;;;;;1280246.935;38059.54;;;
2022;1505064;;;;;;1233474.12;20310.12;;;
2022;1505106;;;;;;982930.187;18819.62;;;
2022;1505205;;;;;;454247.038;13421.79;;;
2022;1505304;;;;;;1802512.13;26393.42;;;
2022;1505403;;;;;;231548.936;12968.3;;;
2022;1505437;;;;;;1778205.427;54769.63;;;
2022;1505486;;;;;;1071885.402;26081.84;;;
2022;1505494;;;;;;117612.945;17082.49;;;
2022;1505502;;;;;;5020674.301;47572.19;;;
2022;1505536;;;;;;25317042.044;95025.38;;;
2022;1505551;;;;;;120432.253;17375.88;;;
2022;1505601;;;;;;81669.42;9857.5;;;
2022;1505635;;;;;;324867.536;25316.98;;;
2022;1505650;;;;;;379126.261;20308.88;;;
2022;1505700;;;;;;277170.891;11093.94;;;
2022;1505809;;;;;;870234.522;13936.02;;;
2022;1505908;;;;;;452978.341;11157.93;;;
2022;1506005;;;;;;494695.747;13904.93;;;
