nome_municipio;id_municipio;dist_base_atendimento_km;score_final_medio
Torre de Pedra;3554656;448.0514568170724;0.21213125166492466
Torrinha;3554706;395.464121624848;0.2372037466724651
Ubirajara;3555505;539.3152401681444;0.19506302952026805
Urânia;3555802;607.9716671567376;0.1918333011341538
Vinhedo;3556701;341.5458182687669;0.30574212419087154
Igaratinga;3130200;52.876659261263605;0.6099349383386331
Alpercata;3101805;258.609137808301;0.29247460593347313
Alterosa;3102001;149.12920584745106;0.3859583519304336
Alto Caparaó;3102050;248.25961632479584;0.2932155033944661
Angelândia;3102852;321.7251018757744;0.25167893823738025
Antônio Prado de Minas;3103108;247.13550961737943;0.290970817443197
Araçaí;3103207;85.91502411618953;0.49851277745433936
Ataléia;3104700;388.5383709690842;0.22768875473924746
Barra Longa;3105707;126.29105933128855;0.4151933829393487
Barroso;3105905;104.49664071027254;0.4663881217660079
Bocaiúva;3107307;319.9301540887854;0.2655724443587959
Bom Jesus do Galho;3107802;197.54679904539333;0.3289030003454715
Brasilândia de Minas;3108552;380.988885818611;0.23521027150184404
Braúnas;3108800;186.19578393496627;0.35883487923196494
Cachoeira da Prata;3109600;56.22888928945467;0.5760017328344103
Campanha;3110905;139.68658258357954;0.40965251069149733
Campos Gerais;3111606;113.45389053527127;0.4406862202213166
Carangola;3113305;241.74123879903885;0.3047470398142815
Caratinga;3113404;217.54961282627832;0.32668286326822105
Carlos Chagas;3113701;440.28509104361694;0.22079603025375913
Catuti;3115474;528.5986951084677;0.1880586616935257
Conceição da Barra de Minas;3115201;60.74971159274072;0.5587789508094398
Conceição do Mato Dentro;3117504;131.95028101143376;0.48672560677210064
Conceição dos Ouros;3117801;214.97085910542904;0.32321695735728423
Coronel Murta;3119500;429.23735136006894;0.2176630964308959
Datas;3121001;178.2250088835071;0.34132567484609994
Delfim Moreira;3121100;206.07570861463205;0.3229039195426129
Divino das Laranjeiras;3122108;314.826430270599;0.25541737284299126
Divinolândia de Minas;3122207;211.31152577734514;0.3158154034331813
Divinésia;3121902;169.19004113834117;0.36076688385943584
Dores de Guanhães;3123106;168.00264123277037;0.3774348909415348
Douradoquara;3123502;384.22589870781815;0.23788311731192074
Fortuna de Minas;3126406;52.279671815528616;0.5886822678374986
Francisco Sá;3126703;394.6260585888417;0.267355039809625
Goianá;3127388;193.33976788787703;0.3390014663361649
Guaranésia;3128303;214.94710098432165;0.3284611166771521
Guiricema;3129004;192.91828323447976;0.334976565965441
Gurinhatã;3129103;543.8584543881245;0.19169180599156838
Heliodora;3129202;169.0514219609945;0.36159669690537277
Icaraí de Minas;3130051;423.84591366346285;0.21215985030732304
Indaiabira;3130655;540.8649316408304;0.18539231872747236
Inhapim;3130903;223.22773704441957;0.3163217830082321
Ipatinga;3131307;181.63999949501758;0.37855196447364386
Itacarambi;3132107;542.5025230593677;0.19074774819525186
Itaipé;3132305;390.4335529622208;0.22358168310430862
Itajubá;3132404;202.52580121691196;0.3469558398351534
Itapeva;3133600;271.3941819079203;0.3192467606206373
Ituiutaba;3134202;521.1589891228655;0.218813401934926
Jequitibá;3135704;83.36144907991164;0.4994386242197776
Lagamar;3137106;338.55886916891353;0.25307103952573606
Leandro Ferreira;3138302;90.78062364012558;0.47968054769943674
Luminárias;3138708;91.09594060649817;0.4808683207826296
Mantena;3139607;362.1429138086814;0.2424295939522619
Mariana;3140001;93.91147848639658;0.5115125308134911
Matipó;3140902;197.50588492928742;0.34134095621801624
Minas Novas;3141801;349.93850024378924;0.23965735427953794
Monte Santo de Minas;3143203;229.42800685205518;0.31140394618688205
