ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
1990;REGIÃO NORTE;PA;ETANOL;1507607;SAO MIGUEL DO GUAMA;802818
1990;REGIÃO NORTE;PA;ETANOL;1507805;SENADOR JOSE PORFIRIO;350
1990;REGIÃO NORTE;PA;ETANOL;1507904;SOURE;19842
1990;REGIÃO NORTE;PA;ETANOL;1507953;TAILANDIA;205000
1990;REGIÃO NORTE;PA;ETANOL;1508001;TOME-ACU;691166
1990;REGIÃO NORTE;PA;ETANOL;1508100;TUCURUI;3649035
1990;REGIÃO NORTE;PA;ETANOL;1508084;TUCUMA;293477
1990;REGIÃO NORTE;PA;ETANOL;1508209;VIGIA;205322
1990;REGIÃO NORTE;PA;ETANOL;1508308;VISEU;519708
1990;REGIÃO NORTE;PA;ETANOL;1508407;XINGUARA;1521678
1990;REGIÃO NORTE;AP;ETANOL;1600105;AMAPA;227958
1990;REGIÃO NORTE;AP;ETANOL;1600204;CALCOENE;234000
1990;REGIÃO NORTE;AP;ETANOL;1600303;MACAPA;8586401
1990;REGIÃO NORTE;AP;ETANOL;1600402;MAZAGAO;19835
1990;REGIÃO NORTE;TO;ETANOL;1700350;ALIANCA DO TOCANTINS;100643
1990;REGIÃO NORTE;TO;ETANOL;1700400;ALMAS;64800
1990;REGIÃO NORTE;TO;ETANOL;1700707;ALVORADA;1107823
1990;REGIÃO NORTE;TO;ETANOL;1701002;ANANAS;42500
1990;REGIÃO NORTE;TO;ETANOL;1701101;APARECIDA DO RIO NEGRO;102250
1990;REGIÃO NORTE;TO;ETANOL;1701903;ARAGUACEMA;196860
1990;REGIÃO NORTE;TO;ETANOL;1702000;ARAGUACU;325828
1990;REGIÃO NORTE;TO;ETANOL;1702109;ARAGUAINA;4014959
1990;REGIÃO NORTE;TO;ETANOL;1702208;ARAGUATINS;211824
1990;REGIÃO NORTE;TO;ETANOL;1702307;ARAPOEMA;113985
1990;REGIÃO NORTE;TO;ETANOL;1702406;ARRAIAS;217654
1990;REGIÃO NORTE;TO;ETANOL;1702554;AUGUSTINOPOLIS;70905
1990;REGIÃO NORTE;TO;ETANOL;1702703;AURORA DO TOCANTINS;21300
1990;REGIÃO NORTE;TO;ETANOL;1702901;AXIXA DO TOCANTINS;108889
1990;REGIÃO NORTE;TO;ETANOL;1703701;BREJINHO DE NAZARE;123610
1990;REGIÃO NORTE;TO;ETANOL;1703800;BURITI DO TOCANTINS;3100
1990;REGIÃO NORTE;TO;ETANOL;1705508;COLINAS DO TOCANTINS;1335452
1990;REGIÃO NORTE;TO;ETANOL;1716703;COLMEIA;117793
1990;REGIÃO NORTE;TO;ETANOL;1705607;CONCEICAO DO TOCANTINS;465283
1990;REGIÃO NORTE;TO;ETANOL;1706001;COUTO DE MAGALHAES;210000
1990;REGIÃO NORTE;TO;ETANOL;1706100;CRISTALANDIA;420214
1990;REGIÃO NORTE;TO;ETANOL;1707009;DIANOPOLIS;295255
1990;REGIÃO NORTE;TO;ETANOL;1707207;DOIS IRMAOS DO TOCANTI;47750
1990;REGIÃO NORTE;TO;ETANOL;1707306;DUERE;460060
1990;REGIÃO NORTE;TO;ETANOL;1707553;FATIMA;567500
1990;REGIÃO NORTE;TO;ETANOL;1707652;FIGUEIROPOLIS;372691
1990;REGIÃO NORTE;TO;ETANOL;1707702;FILADELFIA;63950
1990;REGIÃO NORTE;TO;ETANOL;1708205;FORMOSO DO ARAGUAIA;609889
1990;REGIÃO NORTE;TO;ETANOL;1709302;GUARAI;960862
1990;REGIÃO NORTE;TO;ETANOL;1709500;GURUPI;5376196
1990;REGIÃO NORTE;TO;ETANOL;1710706;ITAGUATINS;62159
1990;REGIÃO NORTE;TO;ETANOL;1713205;MIRACEMA DO TOCANTINS;2067035
1990;REGIÃO NORTE;TO;ETANOL;1713304;MIRANORTE;1010772
1990;REGIÃO NORTE;TO;ETANOL;1713601;MONTE DO CARMO;64307
1990;REGIÃO NORTE;TO;ETANOL;1714203;NATIVIDADE;356823
1990;REGIÃO NORTE;TO;ETANOL;1714880;NOVA OLINDA;159898
1990;REGIÃO NORTE;TO;ETANOL;1715002;NOVA ROSALANDIA;15150
1990;REGIÃO NORTE;TO;ETANOL;1715101;NOVO ACORDO;13806
1990;REGIÃO NORTE;TO;ETANOL;1715754;PALMEIROPOLIS;191184
1990;REGIÃO NORTE;TO;ETANOL;1716109;PARAISO DO TOCANTINS;2085897
1990;REGIÃO NORTE;TO;ETANOL;1716208;PARANA;19568
1990;REGIÃO NORTE;TO;ETANOL;1716505;PEDRO AFONSO;171500
1990;REGIÃO NORTE;TO;ETANOL;1716604;PEIXE;463281
1990;REGIÃO NORTE;TO;ETANOL;1717503;PIUM;221400
1990;REGIÃO NORTE;TO;ETANOL;1717008;PINDORAMA DO TOCANTINS;35324
1990;REGIÃO NORTE;TO;ETANOL;1717800;PONTE ALTA DO BOM JESU;12100
1990;REGIÃO NORTE;TO;ETANOL;1717909;PONTE ALTA DO TOCANTIN;4959
1990;REGIÃO NORTE;TO;ETANOL;1718204;PORTO NACIONAL;2570906
1990;REGIÃO NORTE;TO;ETANOL;1718402;PRESIDENTE KENNEDY;266600
1990;REGIÃO NORTE;TO;ETANOL;1718758;RIO SONO;59829
1990;REGIÃO NORTE;TO;ETANOL;1720309;SAO SEBASTIAO DO TOCAN;68250
1990;REGIÃO NORTE;TO;ETANOL;1720655;SILVANOPOLIS;142717
1990;REGIÃO NORTE;TO;ETANOL;1720804;SITIO NOVO DO TOCANTIN;89519
1990;REGIÃO NORTE;TO;ETANOL;1720903;TAGUATINGA;159052
1990;REGIÃO NORTE;TO;ETANOL;1721000;PALMAS;29927
1990;REGIÃO NORTE;TO;ETANOL;1721109;TOCANTINIA;267040
1990;REGIÃO NORTE;TO;ETANOL;1721208;TOCANTINOPOLIS;605555
1990;REGIÃO NORTE;TO;ETANOL;1722107;XAMBIOA;220600
1990;REGIÃO NORTE;TO;ETANOL;1722081;WANDERLANDIA;433800
1990;REGIÃO NORDESTE;MA;ETANOL;2100055;ACAILANDIA;4635807
1990;REGIÃO NORDESTE;MA;ETANOL;2100204;ALCANTARA;237952
1990;REGIÃO NORDESTE;MA;ETANOL;2100303;ALDEIAS ALTAS;39586
1990;REGIÃO NORDESTE;MA;ETANOL;2100501;ALTO PARNAIBA;170688
