ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1718204;PORTO NACIONAL;8498510
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1718402;PRESIDENTE KENNEDY;2033400
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1718758;RIO SONO;184616
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1718907;SANTA ROSA DO TOCANTIN;31945
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1720309;SAO SEBASTIAO DO TOCAN;373680
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1720655;SILVANOPOLIS;1292741
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1720804;SITIO NOVO DO TOCANTIN;299558
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1720903;TAGUATINGA;659101
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1721000;PALMAS;214760
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1721109;TOCANTINIA;983910
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1721208;TOCANTINOPOLIS;7690296
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1722107;XAMBIOA;905450
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1722081;WANDERLANDIA;14618000
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2100055;ACAILANDIA;45624473
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2100105;AFONSO CUNHA;12100
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2100204;ALCANTARA;2042381
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2100303;ALDEIAS ALTAS;280684
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2100501;ALTO PARNAIBA;1206780
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2100600;AMARANTE DO MARANHAO;678914
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2100709;ANAJATUBA;482850
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2100808;ANAPURUS;166150
